ubigeo,departamento,provincia,distrito,capital_legal,latitud,longitud
061007,Cajamarca,San Marcos,José Sabogal,Venecia,-7.25111111,-78.03666667
061101,Cajamarca,San Miguel,San Miguel,San Miguel de Pallaques,-7,-78.85
061102,Cajamarca,San Miguel,Bolívar,Bolívar,-6.97694444,-79.17805556
061103,Cajamarca,San Miguel,Calquis,Calquis,-6.98027778,-78.85
061104,Cajamarca,San Miguel,Catilluc,Catilluc,-6.80166667,-78.77916667
061105,Cajamarca,San Miguel,El Prado,El Prado,-7.03361111,-79.01083333
061106,Cajamarca,San Miguel,La Florida,La Florida,-6.86861111,-79.12583333
061107,Cajamarca,San Miguel,Llapa,Llapa,-6.98083333,-78.8075
061108,Cajamarca,San Miguel,Nanchoc,Nanchoc,-6.95944444,-79.2425
061109,Cajamarca,San Miguel,Niepos,Niepos,-6.92666667,-79.13
061110,Cajamarca,San Miguel,San Gregorio,San Gregorio,-7.05694444,-79.09527778
061111,Cajamarca,San Miguel,San Silvestre de Cochán,San Silvestre de Cochán,-6.9775,-78.77388889
061112,Cajamarca,San Miguel,Tongod,Tongod,-6.7575,-78.825
061113,Cajamarca,San Miguel,Unión Agua Blanca,Agua Blanca,-7.04666667,-79.06055556
061201,Cajamarca,San Pablo,San Pablo,San Pablo,-7.11861111,-78.82333333
061202,Cajamarca,San Pablo,San Bernardino,San Bernardino,-7.16805556,-78.82916667
061203,Cajamarca,San Pablo,San Luis,San Luis Grande,-7.15694444,-78.86805556
061204,Cajamarca,San Pablo,Tumbadén,Tumbadén,-7.02527778,-78.73972222
061301,Cajamarca,Santa Cruz,Santa Cruz,Santa Cruz de Succhabamba,-6.62583333,-78.94416667
061302,Cajamarca,Santa Cruz,Andabamba,Andabamba,-6.66277778,-78.81694444
061303,Cajamarca,Santa Cruz,Catache,Catache,-6.67361111,-79.03277778
061304,Cajamarca,Santa Cruz,Chancaybaños,Chancaybaños,-6.57611111,-78.8675
061305,Cajamarca,Santa Cruz,La Esperanza,La Esperanza,-6.5925,-78.89583333
061306,Cajamarca,Ninabamba,Ninabamba,Ninabamba,-6.64972222,-78.7875
061307,Cajamarca,Santa Cruz,Pulán,Pulán,-6.73888889,-78.92027778
061308,Cajamarca,Santa Cruz,Saucepampa,Saucepampa,-6.69138889,-78.91611111
061309,Cajamarca,Santa Cruz,Sexi,Sexi,-6.56416667,-79.05138889
061310,Cajamarca,Santa Cruz,Uticyacu,Uticyacu,-6.60666667,-78.79388889
061311,Cajamarca,Santa Cruz,Yauyucán,Yauyucán,-6.67722222,-78.81861111
070101,Callao,Callao,Callao,Callao,-12.06305556,-77.14694444
070102,Callao,Callao,Bellavista,Bellavista,-12.0625,-77.12916667
070103,Callao,Callao,Carmen de La Legua Reynoso,Carmen de La Legua Reynoso,-12.03944444,-77.09027778
070104,Callao,Callao,La Perla,La Perla,-12.06583333,-77.10805556
070105,Callao,Callao,La Punta,La Punta,-12.07277778,-77.16333333
070106,Callao,Callao,Ventanilla,Ventanilla,-11.87722222,-77.12777778
070107,Callao,Callao,Mi Perú,Mi Perú,-11.855,-77.125
080101,Cusco,Cusco,Cusco,Cusco,-13.51916667,-71.97666667
080102,Cusco,Cusco,Ccorca,Ccorca,-13.58472222,-72.05916667
080103,Cusco,Cusco,Poroy,Poroy,-13.49444444,-72.04472222
080104,Cusco,Cusco,San Jerónimo,San Jerónimo,-13.54444444,-71.88361111
080105,Cusco,Cusco,San Sebastián,San Sebastián,-13.53027778,-71.93694444
080106,Cusco,Cusco,Santiago,Santiago,-13.52583333,-71.98305556
080107,Cusco,Cusco,Saylla,Saylla,-13.57,-71.82777778
080108,Cusco,Cusco,Wanchaq,Wanchaq,-13.52138889,-71.96666667
080201,Cusco,Acomayo,Acomayo,Acomayo,-13.91944444,-71.68361111
080202,Cusco,Acomayo,Acopia,Acopia,-14.0575,-71.49333333
080203,Cusco,Acomayo,Acos,Acos,-13.95111111,-71.73805556
080204,Cusco,Acomayo,Mosoc Llacta,Mosoc Llacta,-14.12027778,-71.47305556
080205,Cusco,Acomayo,Pomacanchi,Pomacanchi,-14.03361111,-71.57416667
080206,Cusco,Acomayo,Rondocán,Rondocán,-13.77944444,-71.78194444
080207,Cusco,Acomayo,Sangarara,Sangarara,-13.94722222,-71.60333333
080301,Cusco,Anta,Anta,Anta,-13.45777778,-72.1475
080302,Cusco,Anta,Ancahuasi,Ancahuasi,-13.45722222,-72.30083333
080303,Cusco,Anta,Cachimayo,Cachimayo,-13.47777778,-72.06888889
080304,Cusco,Anta,Chinchaypujio,Chinchaypujio,-13.62972222,-72.23305556
080305,Cusco,Anta,Huarocondo,Huarocondo,-13.41583333,-72.2075
080306,Cusco,Anta,Limatambo,Limatambo,-13.47972222,-72.44277778
080307,Cusco,Anta,Mollepata,Mollepata,-13.50916667,-72.52777778
080308,Cusco,Anta,Pucyura,Pucyura,-13.47888889,-72.11111111
080309,Cusco,Anta,Zurite,Zurite,-13.45583333,-72.25583333
080401,Cusco,Calca,Calca,Calca,-13.32111111,-71.95555556
080402,Cusco,Calca,Coya,Coya,-13.38638889,-71.89833333
080403,Cusco,Calca,Lamay,Lamay,-13.36444444,-71.92083333
080404,Cusco,Calca,Lares,Lares,-13.10416667,-72.04472222
080405,Cusco,Calca,Pisac,Pisac,-13.42055556,-71.85055556
080406,Cusco,Calca,San Salvador,San Salvador,-13.49194444,-71.77861111
080407,Cusco,Calca,Taray,Taray,-13.42777778,-71.86694444
080408,Cusco,Calca,Yanatile,Quebrada Honda,-12.68166667,-72.27722222
080501,Cusco,Canas,Yanaoca,Yanaoca,-14.21666667,-71.43222222
080502,Cusco,Canas,Checca,Checca,-14.47333333,-71.39472222
080503,Cusco,Canas,Kunturkanki,El Descanso,-14.53472222,-71.30694444
080504,Cusco,Canas,Langui,Langui,-14.43222222,-71.27277778
080505,Cusco,Canas,Layo,Layo,-14.49416667,-71.15555556
080506,Cusco,Canas,Pampamarca,Pampamarca,-14.1475,-71.46027778
080507,Cusco,Canas,Quehue,Quehue,-14.38027778,-71.45555556
080508,Cusco,Canas,Túpac Amaru,Tungasuca,-14.16388889,-71.47611111
080601,Cusco,Canchis,Sicuani,Sicuani,-14.23805556,-71.23083333
080602,Cusco,Canchis,Checacupe,Checacupe,-14.02527778,-71.45388889
080603,Cusco,Canchis,Combapata,Combapata,-14.10194444,-71.43
080604,Cusco,Canchis,Marangani,Marangani,-14.35666667,-71.16861111
080605,Cusco,Canchis,Pitumarca,Pitumarca,-13.98027778,-71.4175
080606,Cusco,Canchis,San Pablo,San Pablo,-14.20222222,-71.315
080607,Cusco,Canchis,San Pedro,San Pedro,-14.18611111,-71.34305556
080608,Cusco,Canchis,Tinta,Tinta,-14.14527778,-71.40722222
080701,Cusco,Chumbivilcas,Santo Tomás,Santo Tomás,-14.45333333,-72.08222222
080702,Cusco,Chumbivilcas,Capacmarca,Capacmarca,-14.00722222,-72.0025
080703,Cusco,Chumbivilcas,Chamaca,Chamaca,-14.3025,-71.85222222
080704,Cusco,Chumbivilcas,Colquemarca,Colquemarca,-14.28527778,-72.04
080705,Cusco,Chumbivilcas,Livitaca,Livitaca,-14.31277778,-71.68972222
080706,Cusco,Chumbivilcas,Llusco,Llusco,-14.3375,-72.11361111
080707,Cusco,Chumbivilcas,Quiñota,Quiñota,-14.31111111,-72.13861111
080708,Cusco,Chumbivilcas,Velille,Velille,-14.50861111,-71.88111111
080801,Cusco,Espinar,Espinar,Yauri,-14.79305556,-71.41333333
080802,Cusco,Espinar,Condoroma,Condoroma,-15.30055556,-71.13833333
080803,Cusco,Espinar,Coporaque,Coporaque,-14.80027778,-71.53166667
080804,Cusco,Espinar,Ocoruro,Ocoruro,-15.05194444,-71.12916667
080805,Cusco,Espinar,Pallpata,Hector Tejada,-14.89027778,-71.21
080806,Cusco,Espinar,Pichigua,Pichigua,-14.67805556,-71.40638889
080807,Cusco,Espinar,Suyckutambo,Suyckutambo,-15.00861111,-71.64333333
080808,Cusco,Espinar,Alto Pichigua,Accocunca,-14.77694444,-71.25083333
080901,Cusco,La Convención,Santa Ana,Quillabamba,-12.86277778,-72.69333333
080902,Cusco,La Convención,Echarate,Echarate,-12.76805556,-72.57611111
080903,Cusco,La Convención,Huayopata,Ipal,-13.00472222,-72.55444444
080904,Cusco,La Convención,Maranura,Maranura,-12.96277778,-72.66472222
080905,Cusco,La Convención,Ocobamba,Ocobamba,-12.87166667,-72.44722222
080906,Cusco,La Convención,Quellouno,Quellouno,-12.63666667,-72.55722222
080907,Cusco,La Convención,Kimbiri,Kimbiri,-12.62,-73.78916667
080908,Cusco,La Convención,Santa Teresa,Santa Teresa,-13.13055556,-72.59388889
080909,Cusco,La Convención,Vilcabamba,Lucma,-13.06305556,-72.93444444
080910,Cusco,La Convención,Pichari,Pichari,-12.51944444,-73.82916667
080911,Cusco,La Convención,Inkawasi,Amaybamba,-13.29,-73.26555556
080912,Cusco,La Convención,Villa Virgen,Villa Virgen,-13.00277778,-73.51277778
080913,Cusco,La Convención,Villa Kintiarina,Villa Kintiarina,-12.91888889,-73.52833333
080914,Cusco,La Convención,Megantoni,Camisea,-11.72027778,-72.94638889
080915,Cusco,La Convención,Kumpirushiato,Kepashiato,-12.63666667,-73.20416667
080916,Cusco,La Convención,Cielo Punco,Chirumpiari,-12.80805556,-73.60444444
080917,Cusco,La Convención,Manitea,Tawantinsuyo,-12.7925,-73.6225
080918,Cusco,La Convención,Unión Ashaninka,Mantaro,-12.32416667,-73.94
081001,Cusco,Paruro,Paruro,Paruro,-13.76166667,-71.84777778
081002,Cusco,Paruro,Accha,Accha,-13.97111111,-71.83138889
081003,Cusco,Paruro,Ccapi,Ccapi,-13.85305556,-72.0825
081004,Cusco,Paruro,Colcha,Colcha,-13.85194444,-71.80333333
081005,Cusco,Paruro,Huanoquite,Huanoquite,-13.68194444,-72.01805556
081006,Cusco,Paruro,Omacha,Omacha,-14.06944444,-71.73805556
081007,Cusco,Paruro,Paccaritambo,Paccaritambo,-13.75638889,-71.95666667
081008,Cusco,Paruro,Pillpinto,Pillpinto,-13.95361111,-71.76055556
081009,Cusco,Paruro,Yaurisque,Yaurisque,-13.66527778,-71.92055556
081101,Cusco,Paucartambo,Paucartambo,Paucartambo,-13.31777778,-71.59666667
081102,Cusco,Paucartambo,Caicay,Caicay,-13.59722222,-71.69666667
081103,Cusco,Paucartambo,Challabamba,Challabamba,-13.215,-71.64861111
081104,Cusco,Paucartambo,Colquepata,Colquepata,-13.36027778,-71.67361111
081105,Cusco,Paucartambo,Huancarani,Huancarani,-13.50333333,-71.65444444
081106,Cusco,Paucartambo,Kosñipata,Pillcopata,-12.90944444,-71.40333333
081201,Cusco,Quispicanchi,Urcos,Urcos,-13.68777778,-71.62527778
081202,Cusco,Quispicanchi,Andahuaylillas,Andahuaylillas,-13.67333333,-71.67777778
081203,Cusco,Quispicanchi,Camanti,Quince Mil,-13.23138889,-70.75444444
081204,Cusco,Quispicanchi,Ccarhuayo,Ccarhuayo,-13.59527778,-71.39972222
081205,Cusco,Quispicanchi,Ccatca,Ccatca,-13.60527778,-71.56361111
081206,Cusco,Quispicanchi,Cusipata,Cusipata,-13.90694444,-71.5025
081207,Cusco,Quispicanchi,Huaro,Huaro,-13.69027778,-71.64027778
081208,Cusco,Quispicanchi,Lucre,Lucre,-13.63388889,-71.73666667
081209,Cusco,Quispicanchi,Marcapata,Marcapata,-13.59166667,-70.975
081210,Cusco,Quispicanchi,Ocongate,Ocongate,-13.62666667,-71.38833333
081211,Cusco,Quispicanchi,Oropesa,Oropesa,-13.59444444,-71.76305556
081212,Cusco,Quispicanchi,Quiquijana,Quiquijana,-13.8225,-71.5425
081301,Cusco,Urubamba,Urubamba,Urubamba,-13.30555556,-72.11611111
081302,Cusco,Urubamba,Chinchero,Chinchero,-13.39194444,-72.04888889
081303,Cusco,Urubamba,Huayllabamba,Huayllabamba,-13.33805556,-72.065
081304,Cusco,Urubamba,Machupicchu,Machupicchu,-13.15416667,-72.52555556
081305,Cusco,Urubamba,Maras,Maras,-13.3325,-72.15638889
081306,Cusco,Urubamba,Ollantaytambo,Ollantaytambo,-13.25888889,-72.26333333
081307,Cusco,Urubamba,Yucay,Yucay,-13.32166667,-72.08388889
090101,Huancavelica,Huancavelica,Huancavelica,Huancavelica,-12.78694444,-74.97138889
090102,Huancavelica,Huancavelica,Acobambilla,Acobambilla,-12.66444444,-75.32416667
090103,Huancavelica,Huancavelica,Acoria,Acoria,-12.6425,-74.86166667
090104,Huancavelica,Huancavelica,Conayca,Conayca,-12.52,-75.00666667
090105,Huancavelica,Huancavelica,Cuenca,Cuenca,-12.43305556,-75.03888889
090106,Huancavelica,Huancavelica,Huachocolpa,Huachocolpa,-13.03194444,-74.94694444
090107,Huancavelica,Huancavelica,Huayllahuara,Huayllahuara,-12.40916667,-75.17833333
090108,Huancavelica,Huancavelica,Izcuchaca,Izcuchaca,-12.5,-74.99777778
090109,Huancavelica,Huancavelica,Laria,Laria,-12.56111111,-75.03694444
090110,Huancavelica,Huancavelica,Manta,Manta,-12.62055556,-75.21111111
090111,Huancavelica,Huancavelica,Mariscal Cáceres,Mariscal Cáceres,-12.53444444,-74.9325
090112,Huancavelica,Huancavelica,Moya,Moya,-12.42333333,-75.15388889
090113,Huancavelica,Huancavelica,Nuevo Occoro,Occoro,-12.595,-75.01972222
090114,Huancavelica,Huancavelica,Palca,Palca,-12.65694444,-74.98027778
090115,Huancavelica,Huancavelica,Pilchaca,Pilchaca,-12.40138889,-75.08388889
090116,Huancavelica,Huancavelica,Vilca,Vilca,-12.47722222,-75.18333333
090117,Huancavelica,Huancavelica,Yauli,Yauli,-12.76916667,-74.85083333
090118,Huancavelica,Huancavelica,Ascensión,Ascensión,-12.78527778,-74.97694444
090119,Huancavelica,Huancavelica,Huando,Huando,-12.56416667,-74.94777778
090201,Huancavelica,Acobamba,Acobamba,Acobamba,-12.84305556,-74.56916667
090202,Huancavelica,Acobamba,Andabamba,Andabamba,-12.69361111,-74.62333333
090203,Huancavelica,Acobamba,Anta,Anta,-12.81222222,-74.63833333
090204,Huancavelica,Acobamba,Caja,Caja,-12.91722222,-74.46583333
090205,Huancavelica,Acobamba,Marcas,Marcas,-12.89027778,-74.39805556
090206,Huancavelica,Acobamba,Paucara,Paucara,-12.72972222,-74.66638889
090207,Huancavelica,Acobamba,Pomacocha,Pomacocha,-12.87388889,-74.53166667
090208,Huancavelica,Acobamba,Rosario,Rosario,-12.72083333,-74.5825
090301,Huancavelica,Angaraes,Lircay,Lircay,-12.98277778,-74.71833333
090302,Huancavelica,Angaraes,Anchonga,Anchonga,-12.91305556,-74.69138889
090303,Huancavelica,Angaraes,Callanmarca,Callanmarca,-12.86666667,-74.62333333
090304,Huancavelica,Angaraes,Ccochaccasa,Ccochaccasa,-12.92527778,-74.77027778
090305,Huancavelica,Angaraes,Chincho,Chincho,-12.97277778,-74.36722222
090306,Huancavelica,Angaraes,Congalla,Congalla,-12.95583333,-74.49222222
090307,Huancavelica,Angaraes,Huanca-Huanca,Huanca-Huanca,-12.91861111,-74.61
090308,Huancavelica,Angaraes,Huayllay Grande,Huayllay Grande,-12.94277778,-74.70166667
090309,Huancavelica,Angaraes,Julcamarca,Julcamarca,-13.01472222,-74.44444444
090310,Huancavelica,Angaraes,San Antonio de Antaparco,Antaparco,-13.07611111,-74.41166667
090311,Huancavelica,Angaraes,Santo Tomás de Pata,Santo Tomás de Pata,-13.11305556,-74.41888889
090312,Huancavelica,Angaraes,Secclla,Secclla,-13.05111111,-74.48361111
090401,Huancavelica,Castrovirreyna,Castrovirreyna,Castrovirreyna,-13.28333333,-75.31833333
090402,Huancavelica,Castrovirreyna,Arma,Arma,-13.12638889,-75.54194444
090403,Huancavelica,Castrovirreyna,Aurahua,Aurahua,-13.03472222,-75.57027778
090404,Huancavelica,Castrovirreyna,Capillas,Capillas,-13.29305556,-75.5425
090405,Huancavelica,Castrovirreyna,Chupamarca,Chupamarca,-13.03722222,-75.60833333
090406,Huancavelica,Castrovirreyna,Cocas,Cocas,-13.27583333,-75.37277778
090407,Huancavelica,Castrovirreyna,Huachos,Huachos,-13.21972222,-75.53388889
090408,Huancavelica,Castrovirreyna,Huamatambo,Huamatambo,-13.09444444,-75.67722222
090409,Huancavelica,Castrovirreyna,Mollepampa,Mollepampa,-13.31138889,-75.41
090410,Huancavelica,Castrovirreyna,San Juan,San Juan,-13.20388889,-75.63444444
090411,Huancavelica,Castrovirreyna,Santa Ana,Santa Ana,-13.07194444,-75.14027778
090412,Huancavelica,Castrovirreyna,Tantara,Tantara,-13.07416667,-75.64472222
090413,Huancavelica,Castrovirreyna,Ticrapo,Ticrapo,-13.3825,-75.4325
090501,Huancavelica,Churcampa,Churcampa,Churcampa,-12.73916667,-74.38722222
090502,Huancavelica,Churcampa,Anco,La Esmeralda,-12.6825,-74.58722222
090503,Huancavelica,Churcampa,Chinchihuasi,Chinchihuasi,-12.51694444,-74.54583333
090504,Huancavelica,Churcampa,El Carmen,Paucarbambilla,-12.72694444,-74.48083333
090505,Huancavelica,Churcampa,La Merced,La Merced,-12.78805556,-74.35861111
090506,Huancavelica,Churcampa,Locroja,Locroja,-12.74027778,-74.44194444
090507,Huancavelica,Churcampa,Paucarbamba,Paucarbamba,-12.55388889,-74.53194444
090508,Huancavelica,Churcampa,San Miguel de Mayocc,Mayocc,-12.80583333,-74.39
090509,Huancavelica,Churcampa,San Pedro de Coris,San Pedro de Coris,-12.57805556,-74.41166667
090510,Huancavelica,Churcampa,Pachamarca,Pachamarca,-12.51555556,-74.52666667
090511,Huancavelica,Churcampa,Cosme,Santa Clara de Cosme,-12.57333333,-74.65833333
090601,Huancavelica,Huaytará,Huaytará,Huaytara,-13.60472222,-75.35305556
090602,Huancavelica,Huaytará,Ayavi,Ayavi,-13.70305556,-75.35111111
090603,Huancavelica,Huaytará,Córdova,Córdova,-14.04083333,-75.185
090604,Huancavelica,Huaytará,Huayacundo Arma,Huayacundo Arma,-13.53416667,-75.31444444
090605,Huancavelica,Huaytará,Laramarca,Laramarca,-13.94861111,-75.03555556
090606,Huancavelica,Huaytará,Ocoyo,Ocoyo,-14.00805556,-75.0225
090607,Huancavelica,Huaytará,Pilpichaca,Pilpichaca,-13.33027778,-74.97722222
090608,Huancavelica,Huaytará,Querco,Querco,-13.97944444,-74.97694444
090609,Huancavelica,Huaytará,Quito-Arma,Quito-Arma,-13.52861111,-75.3275
090610,Huancavelica,Huaytará,San Antonio de Cusicancha,Cusicancha,-13.5025,-75.29333333
090611,Huancavelica,Huaytará,San Francisco de Sangayaico,San Francisco de Sangayaico,-13.79527778,-75.24916667
090612,Huancavelica,Huaytará,San Isidro,San Juan de Huirpacancha,-13.95638889,-75.23805556
090613,Huancavelica,Huaytará,Santiago de Chocorvos,Santiago de Chocorvos,-13.82527778,-75.2575
090614,Huancavelica,Huaytará,Santiago de Quirahuara,Santiago de Quirahuara,-14.05611111,-74.97638889
090615,Huancavelica,Huaytará,Santo Domingo de Capillas,Santo Domingo de Capillas,-13.73722222,-75.24361111
090616,Huancavelica,Huaytará,Tambo,Tambo,-13.68944444,-75.275
090701,Huancavelica,Tayacaja,Pampas,Pampas,-12.39916667,-74.86833333
090702,Huancavelica,Tayacaja,Acostambo,Acostambo,-12.36555556,-75.055
090703,Huancavelica,Tayacaja,Acraquia,Acraquia,-12.40638889,-74.90111111
090704,Huancavelica,Tayacaja,Ahuaycha,Ahuaycha,-12.40777778,-74.89111111
090705,Huancavelica,Tayacaja,Colcabamba,Colcabamba,-12.40916667,-74.67944444
090706,Huancavelica,Tayacaja,Daniel Hernández,Mariscal Caceres,-12.38944444,-74.85916667
090707,Huancavelica,Tayacaja,Huachocolpa,Huachocolpa,-12.04833333,-74.59472222
090709,Huancavelica,Tayacaja,Huaribamba,Huaribamba,-12.27972222,-74.93833333
090710,Huancavelica,Tayacaja,Ñahuimpuquio,Ñahuimpuquio,-12.32916667,-75.06944444
090711,Huancavelica,Tayacaja,Pazos,Pazos,-12.25944444,-75.07055556
090713,Huancavelica,Tayacaja,Quishuar,Quishuar,-12.24361111,-74.77722222
090714,Huancavelica,Tayacaja,Salcabamba,Salcabamba,-12.20166667,-74.78055556
090715,Huancavelica,Tayacaja,Salcahuasi,Salcahuasi,-12.10416667,-74.75166667
090716,Huancavelica,Tayacaja,San Marcos de Rocchac,San Marcos de Rocchac,-12.09388889,-74.86388889
090717,Huancavelica,Tayacaja,Surcubamba,Surcubamba,-12.11638889,-74.63055556
090718,Huancavelica,Tayacaja,Tintay Puncu,Tintay,-12.15194444,-74.54444444
090719,Huancavelica,Tayacaja,Quichuas,Quichuas,-12.4725,-74.7675
090720,Huancavelica,Tayacaja,Andaymarca,Andaymarca,-12.31527778,-74.63527778
090721,Huancavelica,Tayacaja,Roble,Puerto San Antonio,-12.21666667,-74.48972222
090722,Huancavelica,Tayacaja,Pichos,Pichos,-12.23638889,-74.93861111
090723,Huancavelica,Tayacaja,Santiago de Tucuma,Santiago de Tucuma,-12.31416667,-74.89
090724,Huancavelica,Tayacaja,Lambras,Santa María,-12.06638889,-74.62611111
090725,Huancavelica,Tayacaja,Cochabamba,Cochabamba Grande,-12.19333333,-74.51472222
100101,Huánuco,Huánuco,Huánuco,Huánuco,-9.93,-76.23972222
100102,Huánuco,Huánuco,Amarilis,Paucarbamba,-9.94,-76.24055556
100103,Huánuco,Huánuco,Chinchao,Acomayo,-9.80166667,-76.07083333
100104,Huánuco,Huánuco,Churubamba,Churubamba,-9.82611111,-76.13388889
100105,Huánuco,Huánuco,Margos,Margos,-10.00527778,-76.52333333
100106,Huánuco,Huánuco,Quisqui,Huancapallac,-9.90472222,-76.3925
100107,Huánuco,Huánuco,San Francisco de Cayrán,Cayrán,-9.98083333,-76.28416667
100108,Huánuco,Huánuco,San Pedro de Chaulan,Chaulan,-10.05638889,-76.48555556
100109,Huánuco,Huánuco,Santa María del Valle,Santa María del Valle,-9.8625,-76.17
100110,Huánuco,Huánuco,Yarumayo,Yarumayo,-10.00444444,-76.46861111
100111,Huánuco,Huánuco,Pillco Marca,Cayhuayna,-9.96083333,-76.24916667
100112,Huánuco,Huánuco,Yacus,Yacus,-9.98611111,-76.50583333
100113,Huánuco,Huánuco,San Pablo de Pillao,San Pablo de Pillao,-9.78638889,-75.99944444
100201,Huánuco,Ambo,Ambo,Ambo,-10.12916667,-76.20444444
100202,Huánuco,Ambo,Cayna,Cayna,-10.2725,-76.38833333
100203,Huánuco,Ambo,Colpas,Colpas,-10.26833333,-76.41527778
100204,Huánuco,Ambo,Conchamarca,Conchamarca,-10.03583333,-76.21694444
100205,Huánuco,Ambo,Huacar,Huacar,-10.15944444,-76.23666667
100206,Huánuco,Ambo,San Francisco,Mosca,-10.34277778,-76.29194444
100207,Huánuco,Ambo,San Rafael,San Rafael,-10.33777778,-76.18222222
100208,Huánuco,Ambo,Tomay Kichwa,Tomay Kichwa,-10.0775,-76.2125
100301,Huánuco,Dos de Mayo,La Unión,La Unión,-9.83777778,-76.80361111
100307,Huánuco,Dos de Mayo,Chuquis,Chuquis,-9.67638889,-76.70527778
100311,Huánuco,Dos de Mayo,Marías,Marías,-9.6075,-76.70666667
100313,Huánuco,Dos de Mayo,Pachas,Pachas,-9.70666667,-76.77111111
100316,Huánuco,Dos de Mayo,Quivilla,Quivilla,-9.6,-76.72583333
100317,Huánuco,Dos de Mayo,Ripan,Ripan,-9.82861111,-76.80305556
100321,Huánuco,Dos de Mayo,Shunqui,Shunqui,-9.73111111,-76.78333333
100322,Huánuco,Dos de Mayo,Sillapata,Sillapata,-9.75722222,-76.77472222
100323,Huánuco,Dos de Mayo,Yanas,Yanas,-9.71444444,-76.75027778
100401,Huánuco,Huacaybamba,Huacaybamba,Huacaybamba,-9.03805556,-76.9525
100402,Huánuco,Huacaybamba,Canchabamba,Canchabamba,-8.88472222,-77.12305556
100403,Huánuco,Huacaybamba,Cochabamba,Cochabamba,-9.09527778,-76.83638889
100404,Huánuco,Huacaybamba,Pinra,Pinra,-8.92472222,-77.015
100501,Huánuco,Huamalíes,Llata,Llata,-9.54972222,-76.81861111
100502,Huánuco,Huamalíes,Arancay,Arancay,-9.17138889,-76.75138889
100503,Huánuco,Huamalíes,Chavín de Pariarca,Chavín de Pariarca,-9.42305556,-76.77138889
100504,Huánuco,Huamalíes,Jacas Grande,Jacas Grande,-9.54,-76.73666667
100505,Huánuco,Huamalíes,Jircan,Jircan,-9.24694444,-76.71916667
100506,Huánuco,Huamalíes,Miraflores,Miraflores,-9.49388889,-76.81861111
100507,Huánuco,Huamalíes,Monzón,Monzón,-9.28,-76.39666667
100508,Huánuco,Huamalíes,Punchao,Punchao,-9.46222222,-76.81972222
100509,Huánuco,Huamalíes,Puños,Puños,-9.50055556,-76.88388889
100510,Huánuco,Huamalíes,Singa,Singa,-9.38861111,-76.8125
100511,Huánuco,Huamalíes,Tantamayo,Tantamayo,-9.3925,-76.72
100601,Huánuco,Leoncio Prado,Rupa-Rupa,Tingo María,-9.29805556,-76.00055556
100602,Huánuco,Leoncio Prado,Daniel Alomia Robles,Daniel Alomia Robles (Pumahuasi),-9.18777778,-75.95472222
100603,Huánuco,Leoncio Prado,Hermilio Valdizán,Hermilio Valdizán,-9.20555556,-75.83583333
100604,Huánuco,Leoncio Prado,José Crespo y Castillo,Aucayacu,-8.93222222,-76.11611111
100605,Huánuco,Leoncio Prado,Luyando,Luyando,-9.24805556,-75.99416667
100606,Huánuco,Leoncio Prado,Mariano Damaso Beraún,Las Palmas,-9.44277778,-75.97111111
100607,Huánuco,Leoncio Prado,Pucayacu,Pucayacu,-8.74972222,-76.12111111
100608,Huánuco,Leoncio Prado,Castillo Grande,Castillo Grande,-9.27972222,-76.00888889
100609,Huánuco,Leoncio Prado,Pueblo Nuevo,Pueblo Nuevo,-9.07861111,-76.06055556
100610,Huánuco,Leoncio Prado,Santo Domingo de Anda,Pacae,-9.02361111,-76.06666667
100701,Huánuco,Marañón,Huacrachuco,Huacrachuco,-8.60472222,-77.14916667
100702,Huánuco,Marañón,Cholón,San Pedro de Chonta,-8.65583333,-76.87527778
100703,Huánuco,Marañón,San Buenaventura,San Buenaventura,-8.76777778,-77.18611111
100704,Huánuco,Marañón,La Morada,La Morada,-8.79444444,-76.24972222
100705,Huánuco,Marañón,Santa Rosa de Alto Yanajanca,Santa Rosa de Alto Yanajanca,-8.65277778,-76.31472222
100801,Huánuco,Pachitea,Panao,Panao,-9.8975,-75.99416667
100802,Huánuco,Pachitea,Chaglla,Chaglla,-9.84472222,-75.90277778
100803,Huánuco,Pachitea,Molino,Molino,-9.91083333,-76.01666667
100804,Huánuco,Pachitea,Umari,Umari (Tambillo),-9.86416667,-76.04444444
100901,Huánuco,Puerto Inca,Puerto Inca,Puerto Inca,-9.37888889,-74.96583333
100902,Huánuco,Puerto Inca,Codo del Pozuzo,Codo del Pozuzo,-9.67,-75.4625
100903,Huánuco,Puerto Inca,Honoria,Honoria,-8.76944444,-74.70916667
100904,Huánuco,Puerto Inca,Tournavista,Tournavista,-8.93444444,-74.70138889
100905,Huánuco,Puerto Inca,Yuyapichis,Yuyapichis,-9.62833333,-74.97472222
101001,Huánuco,Lauricocha,Jesús,Jesús,-10.07833333,-76.63138889
101002,Huánuco,Lauricocha,Baños,Baños,-10.07638889,-76.73555556
101003,Huánuco,Lauricocha,Jivia,Jivia,-10.02333333,-76.68027778
101004,Huánuco,Lauricocha,Queropalca,Queropalca,-10.18138889,-76.80305556
101005,Huánuco,Lauricocha,Rondos,Rondos,-9.98444444,-76.68833333
101006,Huánuco,Lauricocha,San Francisco de Asis,Huarin,-9.97638889,-76.67694444
101007,Huánuco,Lauricocha,San Miguel de Cauri,Cauri,-10.1425,-76.62555556
